Date,DayOfWeek,DayType,TotalOrders,Beef Bulalo,Pancit Bihon Guisado,Crispy Chicharon Bulaklak,Crispy Dinakdakan,Crispy Sisig Barkada,Calamares,Pancit Canton Guisado,Shanghai,Garlic Butter Bangus,Crispy Bagnet,CM1 Egg + Rice + Hungarian + Sisig,CM2 Egg + Rice + Nuggets + Sisig,CM3 Egg + Rice + Shanghai + Sisig,CM4 Egg + Rice + Bagnet + Nuggets,CM5 Egg + Rice + Bagnet + Sisig,CM6 Egg + Rice + Hotdog + Sisig,CM7 Egg + Rice + Bagnet + Hotdog,CM8 Egg + Rice + Bagnet + Hungarian,Sisilog,Bagnetsilog,Hungarian Silog,Shanghaisilog,Nuggets Silog,Hotsilog,Siomaisilog,Siomairice,Dinakdakansilog,Chicksilog,Bangsilog,Porksilog,4 in 1,Double Cheese,Shawarma,Hawaiian,Beefy Mushroom,Ham and Cheese,Bacon,Pepperoni,Sarap,exported_at
2024-02-08,Thursday,Weekday,200,3,10,9,8,0,12,1,6,0,0,0,5,6,0,3,12,1,1,4,12,2,39,3,4,1,8,1,5,1,3,12,7,1,5,6,0,4,2,3,2026-06-19 12:57:02
2024-02-09,Friday,Weekday,242,7,1,1,2,25,7,0,3,2,8,5,23,2,5,7,11,3,7,3,5,13,16,8,2,13,0,0,6,3,17,4,2,4,7,5,2,10,2,1,2026-06-19 12:57:02
2024-02-10,Saturday,Weekend,370,6,1,29,9,58,3,34,2,0,0,6,1,7,3,3,8,2,11,8,19,3,31,7,28,0,11,14,1,8,13,6,1,8,1,18,0,1,3,6,2026-06-19 12:57:02
2024-02-11,Sunday,Weekend,294,25,1,1,4,19,4,3,6,2,6,3,13,21,11,5,6,1,11,6,15,1,11,10,2,8,21,17,10,1,16,7,2,1,1,1,17,2,0,3,2026-06-19 12:57:02
2024-02-12,Monday,Weekday,230,2,1,0,1,10,0,6,1,1,3,1,1,3,2,12,0,13,10,10,2,9,1,1,0,16,3,14,3,13,14,14,3,13,21,2,5,8,2,9,2026-06-19 12:57:02
2024-02-13,Tuesday,Weekday,185,0,3,1,2,2,7,1,9,10,5,1,1,3,0,5,15,1,4,18,9,10,10,2,10,15,3,2,3,2,2,4,3,3,1,9,1,1,4,3,2026-06-19 12:57:02
2024-02-14,Wednesday,Weekday,221,1,2,9,6,3,1,6,12,6,15,4,7,14,8,13,4,15,7,13,0,6,13,1,7,9,2,3,4,3,0,0,1,1,1,7,6,8,0,3,2026-06-19 12:57:02
2024-02-15,Thursday,Weekday,142,3,6,4,7,0,3,3,6,2,3,0,3,1,0,0,13,2,7,11,8,7,6,1,1,4,3,0,3,2,7,3,3,2,1,10,1,2,3,1,2026-06-19 12:57:02
2024-02-16,Friday,Weekday,224,3,2,2,3,18,3,1,2,1,18,3,19,3,9,1,0,0,5,3,4,10,1,3,12,4,12,3,3,1,13,12,21,2,8,2,5,10,1,1,2026-06-19 12:57:02
2024-02-17,Saturday,Weekend,393,2,10,4,4,97,4,3,9,15,2,9,0,6,3,4,5,24,11,21,8,0,3,26,10,36,1,4,5,4,2,4,9,3,1,11,7,7,4,15,2026-06-19 12:57:02
2024-02-18,Sunday,Weekend,543,11,31,13,5,11,8,11,18,4,22,25,19,10,73,9,1,24,4,21,2,0,3,6,1,2,22,23,27,35,8,23,9,7,15,3,25,9,2,1,2026-06-19 12:57:02
2024-02-19,Monday,Weekday,244,1,8,23,3,2,1,11,1,15,8,11,5,6,7,9,9,4,7,14,16,5,0,0,9,0,2,2,6,4,1,1,8,15,0,1,8,8,7,6,2026-06-19 12:57:02
2024-02-20,Tuesday,Weekday,295,14,3,3,6,17,4,24,12,10,0,0,11,1,0,14,13,1,11,0,1,7,10,0,1,1,50,7,4,0,5,4,10,1,23,4,3,4,3,13,2026-06-19 12:57:02
2024-02-21,Wednesday,Weekday,202,5,3,1,1,6,6,8,1,1,3,14,6,3,3,1,4,9,18,4,1,7,10,0,12,11,4,4,8,6,0,1,1,7,3,5,12,3,7,3,2026-06-19 12:57:02
2024-02-22,Thursday,Weekday,226,5,2,26,10,0,16,8,2,0,4,7,7,3,5,1,0,5,3,6,19,1,0,0,4,9,7,5,3,3,5,5,1,10,6,3,8,26,0,1,2026-06-19 12:57:02
2024-02-23,Friday,Weekday,286,4,6,3,18,11,11,4,10,3,3,14,0,19,3,31,4,12,0,5,9,10,2,3,3,0,4,11,2,3,25,0,4,7,9,8,12,0,4,9,2026-06-19 12:57:02
2024-02-24,Saturday,Weekend,408,1,0,17,13,8,18,12,30,24,8,12,11,16,12,1,2,3,14,16,6,8,17,3,0,6,22,14,4,1,11,11,8,5,1,25,5,2,11,30,2026-06-19 12:57:02
2024-02-25,Sunday,Weekend,441,16,12,5,0,6,11,2,28,3,15,11,14,6,28,7,16,17,2,14,12,35,33,2,1,5,59,0,19,13,14,2,3,6,1,1,1,12,5,4,2026-06-19 12:57:02
2024-02-26,Monday,Weekday,243,2,1,3,2,10,1,17,0,17,15,8,16,2,1,2,1,3,5,0,3,1,4,32,4,3,3,9,0,18,3,2,16,15,6,0,11,3,3,1,2026-06-19 12:57:02
2024-02-27,Tuesday,Weekday,257,5,8,3,15,2,0,6,13,20,13,2,24,13,2,4,4,3,30,0,5,1,5,9,2,3,17,10,4,2,3,7,10,1,6,0,0,4,1,0,2026-06-19 12:57:02
2024-02-28,Wednesday,Weekday,252,9,4,9,7,15,2,2,6,1,14,4,1,6,17,0,1,11,1,0,3,5,6,4,17,8,28,5,0,21,0,10,0,7,17,3,2,1,4,1,2026-06-19 12:57:02
2024-02-29,Thursday,Weekday,187,4,1,2,3,8,1,7,10,2,2,8,1,0,6,1,1,24,2,10,1,9,3,0,6,11,2,7,3,8,9,0,1,3,11,2,8,0,6,4,2026-06-19 12:57:02
2024-03-01,Friday,Weekday,219,6,10,3,2,38,1,6,8,5,2,2,6,2,6,4,3,1,15,4,4,13,5,14,0,8,2,9,8,1,2,5,0,6,0,11,2,4,0,1,2026-06-19 12:57:02
2024-03-02,Saturday,Weekend,485,6,8,0,35,0,19,11,15,5,23,12,2,5,1,1,0,4,18,8,6,2,15,6,20,20,14,6,11,6,40,20,9,53,12,7,2,14,27,22,2026-06-19 12:57:02
2024-03-03,Sunday,Weekend,453,9,4,11,13,8,7,10,18,15,0,1,19,16,5,8,23,25,17,2,13,1,23,1,10,10,13,8,1,13,4,3,35,7,12,7,19,15,8,39,2026-06-19 12:57:02
2024-03-04,Monday,Weekday,288,3,7,13,3,7,27,0,3,5,0,21,3,3,15,4,9,17,15,13,0,0,3,0,6,5,8,4,5,3,2,7,8,14,15,11,16,0,1,12,2026-06-19 12:57:02
2024-03-05,Tuesday,Weekday,355,1,4,2,1,21,1,5,2,9,20,4,13,2,9,10,33,2,0,3,3,3,4,5,21,1,27,15,19,25,13,13,5,5,19,5,0,13,6,11,2026-06-19 12:57:02
2024-03-06,Wednesday,Weekday,251,1,5,4,13,0,10,0,0,1,5,6,1,4,1,12,0,3,6,14,14,15,0,13,10,16,4,17,3,6,4,2,5,2,10,6,9,1,21,7,2026-06-19 12:57:02
2024-03-07,Thursday,Weekday,237,0,5,0,0,8,3,1,4,16,2,1,23,2,6,1,5,3,18,3,4,18,23,0,9,3,5,3,4,1,5,5,1,5,18,8,5,14,4,1,2026-06-19 12:57:02
2024-03-08,Friday,Weekday,270,4,1,8,18,4,3,3,1,11,9,0,11,2,23,3,6,0,3,10,3,16,5,17,24,3,4,11,1,10,4,8,0,6,1,10,5,2,14,6,2026-06-19 12:57:02
2024-03-09,Saturday,Weekend,313,22,3,7,6,16,0,2,21,4,31,1,33,8,11,4,16,6,9,1,8,13,2,9,0,17,31,3,1,7,0,4,2,3,0,0,0,6,4,2,2026-06-19 12:57:02
2024-03-10,Sunday,Weekend,425,11,14,3,18,18,0,5,9,12,4,39,14,5,1,2,7,8,16,15,2,7,0,5,16,5,18,37,11,1,4,0,8,15,9,17,25,23,2,19,2026-06-19 12:57:02
2024-03-11,Monday,Weekday,180,6,2,22,16,7,8,3,3,1,5,4,1,7,1,0,2,4,3,2,2,1,4,14,1,7,1,3,3,14,3,6,4,1,13,2,0,2,2,0,2026-06-19 12:57:02
2024-03-12,Tuesday,Weekday,244,6,2,6,0,38,1,6,8,1,2,1,1,1,7,2,4,0,13,1,3,0,1,6,7,7,5,21,4,4,2,0,4,2,3,1,14,50,2,8,2026-06-19 12:57:02
2024-03-13,Wednesday,Weekday,174,5,19,2,5,2,4,6,5,1,10,2,1,3,9,14,7,0,1,0,0,2,2,0,8,5,7,2,2,2,2,4,3,6,8,3,2,12,4,4,2026-06-19 12:57:02
2024-03-14,Thursday,Weekday,286,10,0,0,1,2,4,1,16,7,6,0,9,1,14,14,7,1,14,4,3,5,23,4,20,0,0,11,1,4,1,2,4,11,9,28,14,10,9,16,2026-06-19 12:57:02
2024-03-15,Friday,Weekday,237,2,2,8,2,20,4,1,6,1,20,21,5,0,1,2,11,2,0,0,3,9,0,1,6,8,8,6,0,3,21,16,4,4,13,3,2,5,13,4,2026-06-19 12:57:02
2024-03-16,Saturday,Weekend,542,17,5,0,3,76,8,0,40,10,32,9,1,13,73,0,28,4,7,6,30,9,8,20,1,1,0,15,12,27,9,3,18,4,35,4,3,10,1,0,2026-06-19 12:57:02
2024-03-17,Sunday,Weekend,540,9,2,0,6,15,8,3,13,20,27,8,3,13,34,10,3,1,48,16,5,6,35,3,12,21,8,0,4,38,12,21,10,39,31,11,6,14,15,10,2026-06-19 12:57:02
2024-03-18,Monday,Weekday,275,9,0,2,8,2,4,25,6,21,10,8,5,1,4,1,49,1,3,7,4,0,2,10,5,1,3,1,1,20,4,0,15,9,1,4,17,4,4,4,2026-06-19 12:57:02
2024-03-19,Tuesday,Weekday,288,1,4,4,0,18,1,5,6,8,5,12,1,8,13,15,8,4,1,4,5,1,23,18,0,6,12,1,4,4,1,6,31,3,5,3,21,13,1,12,2026-06-19 12:57:02
2024-03-20,Wednesday,Weekday,260,3,1,8,3,6,5,0,1,4,2,0,0,9,15,1,1,7,21,1,10,4,22,1,25,4,17,3,5,11,7,4,3,8,16,0,9,11,5,7,2026-06-19 12:57:02
2024-03-21,Thursday,Weekday,193,8,6,7,17,14,7,0,1,4,9,2,0,2,8,9,16,2,2,2,2,6,2,0,3,1,0,3,1,4,1,5,21,4,5,12,3,1,1,2,2026-06-19 12:57:02
2024-03-22,Friday,Weekday,238,4,0,11,0,21,12,23,8,2,10,2,13,3,3,14,0,2,3,7,7,9,13,1,4,6,6,3,0,0,2,2,1,3,1,9,15,3,3,12,2026-06-19 12:57:02
2024-03-23,Saturday,Weekend,595,8,78,1,32,14,0,53,52,8,66,1,15,3,4,21,9,0,7,3,19,3,23,4,7,6,13,1,10,5,33,1,20,3,2,3,1,10,56,0,2026-06-19 12:57:02
2024-03-24,Sunday,Weekend,354,4,3,4,4,33,0,11,3,4,7,3,1,1,4,17,1,12,3,18,5,2,39,2,8,7,4,27,17,14,33,4,1,12,4,2,9,18,1,12,2026-06-19 12:57:02
2024-03-25,Monday,Weekday,230,2,1,10,20,2,2,4,9,0,2,8,2,3,13,15,17,1,16,9,1,6,0,6,6,9,1,6,1,19,6,0,1,7,4,8,2,7,1,3,2026-06-19 12:57:02
2024-03-26,Tuesday,Weekday,211,13,4,0,25,2,5,5,1,1,2,9,12,4,0,13,4,3,3,3,4,6,4,14,4,5,1,7,0,1,10,1,5,14,3,1,4,11,2,5,2026-06-19 12:57:02
2024-03-27,Wednesday,Weekday,196,8,3,8,3,6,5,1,1,4,7,4,7,4,12,6,2,3,5,11,1,4,1,1,5,0,5,9,16,1,6,10,0,2,10,1,19,3,0,2,2026-06-19 12:57:02
2024-03-28,Thursday,Weekday,210,1,1,4,4,6,0,7,4,10,14,3,0,14,9,1,9,0,0,4,0,18,13,6,0,3,3,3,1,5,4,13,16,5,5,1,2,14,6,1,2026-06-19 12:57:02
2024-03-29,Friday,Weekday,345,8,23,4,2,41,6,4,2,18,20,5,0,5,2,2,5,0,27,0,4,2,9,0,5,12,24,10,0,0,9,2,5,23,12,16,19,7,9,3,2026-06-19 12:57:02
2024-03-30,Saturday,Weekend,267,43,1,6,2,1,4,3,5,5,7,1,4,10,2,3,5,14,7,1,12,11,9,5,10,4,9,15,15,4,14,1,1,4,6,1,7,1,5,9,2026-06-19 12:57:02
2024-03-31,Sunday,Weekend,324,6,2,40,6,16,6,29,11,5,4,7,6,7,2,4,5,12,10,1,2,0,0,1,10,16,3,5,8,23,14,0,2,0,6,8,4,12,3,28,2026-06-19 12:57:02
2024-04-01,Monday,Weekday,152,0,1,2,0,8,0,6,0,1,11,13,3,16,4,3,7,2,1,4,2,1,0,8,4,2,9,3,5,10,6,2,4,2,4,1,3,1,0,3,2026-06-19 12:57:02
2024-04-02,Tuesday,Weekday,240,11,0,2,3,9,1,0,4,12,0,3,5,2,2,4,21,2,4,2,16,0,5,13,30,7,3,3,3,5,7,9,2,6,12,14,9,5,3,1,2026-06-19 12:57:02
2024-04-03,Wednesday,Weekday,315,0,7,3,11,19,6,0,0,2,2,53,5,4,0,11,14,2,33,17,4,7,6,6,18,2,8,7,7,23,3,1,9,1,2,8,5,5,3,1,2026-06-19 12:57:02
2024-04-04,Thursday,Weekday,340,5,1,30,4,15,12,2,11,16,2,36,0,3,10,1,9,16,24,5,31,4,2,7,7,7,9,4,5,22,5,1,9,4,11,0,5,0,0,5,2026-06-19 12:57:02
2024-04-05,Friday,Weekday,383,5,20,8,4,19,9,17,12,3,16,4,7,32,4,12,5,0,6,9,7,4,17,0,5,17,30,7,29,3,3,17,17,1,0,0,3,20,5,6,2026-06-19 12:57:02
2024-04-06,Saturday,Weekend,517,13,28,1,20,61,3,26,18,0,6,16,12,13,4,16,5,9,7,18,1,4,5,1,5,12,24,14,12,1,48,2,16,37,20,3,10,0,13,13,2026-06-19 12:57:02
2024-04-07,Sunday,Weekend,338,14,0,15,11,3,3,10,8,1,1,17,2,2,18,10,9,6,8,8,33,2,2,1,11,7,1,4,1,5,28,9,0,2,0,13,8,49,10,6,2026-06-19 12:57:02
2024-04-08,Monday,Weekday,180,7,6,1,5,6,2,1,1,2,0,12,4,5,4,5,18,2,7,2,11,10,11,0,2,1,3,3,1,6,1,8,1,2,5,4,0,9,4,8,2026-06-19 12:57:02
2024-04-09,Tuesday,Weekday,182,7,2,10,7,18,8,9,3,1,14,6,1,2,6,3,0,1,5,3,3,8,6,1,0,4,6,1,3,9,12,2,0,1,1,1,5,4,1,8,2026-06-19 12:57:02
2024-04-10,Wednesday,Weekday,300,5,6,34,6,26,1,2,4,4,2,9,0,6,3,9,5,23,3,23,0,6,3,12,10,9,0,11,1,0,2,4,6,1,0,7,41,6,7,3,2026-06-19 12:57:02
2024-04-11,Thursday,Weekday,210,6,13,4,3,13,13,1,3,6,5,3,4,1,3,19,6,9,6,4,7,1,4,4,3,1,1,1,4,16,16,1,1,0,2,9,14,1,1,1,2026-06-19 12:57:02
2024-04-12,Friday,Weekday,253,4,10,6,9,11,3,1,0,11,21,12,0,8,0,1,4,5,14,8,1,2,3,2,3,9,2,13,5,3,5,7,6,0,15,0,35,0,9,5,2026-06-19 12:57:02
2024-04-13,Saturday,Weekend,562,10,2,5,23,58,9,8,1,23,8,1,21,14,0,2,22,1,32,8,1,24,14,7,9,0,21,9,24,18,19,24,16,9,8,3,43,28,4,33,2026-06-19 12:57:02
2024-04-14,Sunday,Weekend,363,5,4,0,3,14,1,5,41,10,8,6,0,20,22,9,1,2,2,5,1,9,6,0,8,2,16,4,4,0,29,5,3,1,8,2,49,27,10,21,2026-06-19 12:57:02
2024-04-15,Monday,Weekday,251,1,1,1,0,35,0,13,10,2,0,0,1,4,4,5,11,3,1,9,3,3,10,18,16,1,4,0,23,1,1,13,23,7,1,4,15,5,1,1,2026-06-19 12:57:02
2024-04-16,Tuesday,Weekday,273,10,4,8,4,7,24,3,9,2,2,12,17,7,2,2,18,2,11,2,19,17,0,11,2,2,5,5,3,6,2,0,5,4,7,8,21,5,0,5,2026-06-19 12:57:02
2024-04-17,Wednesday,Weekday,239,6,5,9,3,2,6,2,4,5,6,6,0,31,9,4,1,0,9,3,2,3,7,9,7,14,1,6,1,5,7,1,4,10,1,4,23,6,7,10,2026-06-19 12:57:02
2024-04-18,Thursday,Weekday,344,3,3,16,14,0,3,3,16,6,31,49,14,9,3,0,9,5,5,10,5,11,4,2,6,31,12,2,5,24,2,2,2,7,4,0,14,0,7,5,2026-06-19 12:57:02
2024-04-19,Friday,Weekday,366,7,1,12,4,7,7,9,0,3,3,11,7,12,13,17,4,4,18,3,7,2,25,4,3,11,3,30,4,11,4,13,18,13,13,0,33,8,13,9,2026-06-19 12:57:02
2024-04-20,Saturday,Weekend,617,2,12,1,16,9,1,49,31,30,21,12,13,2,29,29,14,39,12,7,33,8,10,6,12,19,10,10,5,13,32,0,1,1,28,13,55,12,6,14,2026-06-19 12:57:02
2024-04-21,Sunday,Weekend,370,1,4,8,5,8,1,3,5,22,4,6,1,11,13,22,19,5,2,2,49,13,1,2,9,3,24,11,14,7,4,8,13,5,9,24,3,12,5,12,2026-06-19 12:57:02
2024-04-22,Monday,Weekday,196,0,3,0,0,10,4,11,3,4,8,1,0,1,1,2,13,6,13,27,2,1,3,10,3,4,1,2,2,2,11,0,14,0,13,3,6,1,3,8,2026-06-19 12:57:02
2024-04-23,Tuesday,Weekday,177,0,1,2,1,2,5,1,6,11,9,1,6,3,2,2,14,6,1,4,3,20,18,2,1,5,3,2,6,3,6,3,5,5,3,7,4,1,1,2,2026-06-19 12:57:02
2024-04-24,Wednesday,Weekday,164,0,4,1,0,10,3,2,1,1,2,9,1,3,12,4,2,5,7,2,7,3,6,11,2,4,4,6,7,0,5,5,4,4,0,3,10,10,1,3,2026-06-19 12:57:02
2024-04-25,Thursday,Weekday,192,7,5,4,0,10,6,5,7,2,27,6,5,11,11,6,3,4,3,1,3,4,1,10,3,4,2,0,9,2,4,4,3,3,1,1,5,7,2,1,2026-06-19 12:57:02
2024-04-26,Friday,Weekday,297,0,6,5,2,14,1,6,3,25,2,5,28,3,10,3,2,7,25,5,8,7,5,9,2,3,6,17,3,7,1,1,6,11,4,4,31,2,9,9,2026-06-19 12:57:02
2024-04-27,Saturday,Weekend,561,14,34,23,6,12,8,0,35,1,29,24,32,15,21,5,23,8,37,3,6,14,25,23,4,3,5,12,15,10,17,6,33,4,13,17,8,8,6,2,2026-06-19 12:57:02
2024-04-28,Sunday,Weekend,384,4,5,2,7,9,2,2,13,14,45,1,1,1,8,11,7,21,14,44,2,1,4,0,28,4,8,4,3,2,5,7,30,8,8,0,28,1,22,8,2026-06-19 12:57:02
2024-04-29,Monday,Weekday,188,2,3,26,4,3,1,4,0,6,16,14,0,4,0,5,7,3,9,9,1,4,0,2,1,9,3,4,5,7,7,1,4,3,4,0,2,12,1,2,2026-06-19 12:57:02
2024-04-30,Tuesday,Weekday,290,2,1,2,6,32,2,3,6,4,27,3,5,6,13,6,1,1,21,11,0,15,6,6,0,13,2,10,0,12,0,1,3,1,4,3,48,7,6,1,2026-06-19 12:57:02
2024-05-01,Wednesday,Weekday,200,1,0,7,3,11,2,19,1,0,7,15,5,0,4,11,0,1,7,10,6,20,0,4,6,5,7,14,3,0,2,4,1,6,1,0,4,5,2,6,2026-06-19 12:57:02
2024-05-02,Thursday,Weekday,280,6,1,0,10,4,16,7,2,3,2,7,7,14,1,2,1,4,6,24,10,14,4,1,1,1,7,3,15,41,3,8,8,1,17,1,18,4,2,4,2026-06-19 12:57:02
2024-05-03,Friday,Weekday,348,10,0,0,3,0,8,10,15,7,27,10,21,2,5,36,8,14,0,13,8,2,0,2,19,8,19,4,25,4,2,2,29,1,2,0,3,17,5,7,2026-06-19 12:57:02
2024-05-04,Saturday,Weekend,421,19,5,18,4,53,1,13,11,2,8,4,1,7,43,9,8,0,1,7,46,19,4,8,7,11,12,16,0,28,1,6,22,5,1,2,10,1,5,3,2026-06-19 12:57:02
2024-05-05,Sunday,Weekend,484,21,2,15,7,15,2,15,14,1,33,25,1,11,12,0,6,50,9,35,14,0,1,16,10,1,13,20,16,4,4,31,24,4,20,3,4,2,1,22,2026-06-19 12:57:02
2024-05-06,Monday,Weekday,229,5,1,10,7,0,5,9,7,6,2,1,9,12,1,0,9,3,3,3,3,3,4,0,20,14,16,13,6,2,0,0,2,4,24,3,5,6,1,10,2026-06-19 12:57:02
2024-05-07,Tuesday,Weekday,269,4,2,16,6,6,3,7,1,12,27,5,6,9,3,32,5,3,6,4,0,9,5,9,2,4,7,26,11,12,1,9,1,1,0,9,0,2,1,3,2026-06-19 12:57:02
2024-05-08,Wednesday,Weekday,299,14,4,6,2,6,1,4,8,4,28,31,1,0,13,2,3,5,22,9,0,0,2,5,9,17,4,6,3,0,32,1,3,1,7,26,2,6,0,12,2026-06-19 12:57:02
2024-05-09,Thursday,Weekday,344,9,9,6,23,5,5,11,7,1,6,0,6,8,1,11,19,4,3,20,12,3,4,9,9,7,8,15,4,13,46,4,15,1,4,26,0,1,5,4,2026-06-19 12:57:02
2024-05-10,Friday,Weekday,371,9,2,0,3,9,8,10,9,2,19,0,2,13,5,8,5,7,4,45,4,12,25,11,9,9,7,20,0,27,10,16,0,18,2,12,8,10,9,2,2026-06-19 12:57:02
2024-05-11,Saturday,Weekend,494,6,3,11,17,2,7,12,5,42,13,2,1,10,7,2,0,9,12,2,10,37,46,26,23,3,3,7,13,25,4,6,12,6,7,3,81,8,8,3,2026-06-19 12:57:02
2024-05-12,Sunday,Weekend,614,10,4,4,7,0,14,10,46,1,3,47,3,0,3,34,37,8,20,17,48,1,35,3,9,5,24,24,18,25,19,27,4,8,3,11,34,23,19,6,2026-06-19 12:57:02
2024-05-13,Monday,Weekday,287,4,2,18,4,11,8,14,4,4,4,4,6,17,1,3,13,0,5,12,16,5,0,0,6,1,1,9,8,14,0,1,10,8,10,34,19,5,2,4,2026-06-19 12:57:02
2024-05-14,Tuesday,Weekday,343,8,5,15,0,24,0,5,20,0,12,2,22,18,24,18,15,3,3,6,7,15,2,2,6,2,10,7,14,0,33,0,3,9,0,0,0,7,19,7,2026-06-19 12:57:02
2024-05-15,Wednesday,Weekday,307,5,2,0,0,22,0,48,2,9,32,3,9,3,2,1,14,2,1,48,3,3,34,5,3,13,2,2,3,7,0,3,3,1,5,2,9,4,1,1,2026-06-19 12:57:02
2024-05-16,Thursday,Weekday,281,1,0,8,9,2,7,31,0,6,15,0,14,36,0,17,3,1,7,0,6,0,11,5,5,2,3,2,11,2,9,3,8,6,4,11,7,15,9,5,2026-06-19 12:57:02
2024-05-17,Friday,Weekday,246,12,11,5,0,9,2,6,8,8,14,9,2,2,8,5,11,2,2,5,5,2,4,0,0,2,5,12,3,0,9,10,1,3,1,2,10,26,7,23,2026-06-19 12:57:02
2024-05-18,Saturday,Weekend,294,6,22,1,1,20,4,4,12,5,13,4,21,3,9,0,17,10,2,3,4,9,8,3,13,21,1,6,12,10,0,2,1,8,9,2,7,4,15,2,2026-06-19 12:57:02
2024-05-19,Sunday,Weekend,277,4,7,11,6,3,8,8,6,1,0,9,15,9,10,6,2,7,7,6,19,3,0,15,1,7,11,2,11,2,9,1,6,6,4,8,20,10,14,3,2026-06-19 12:57:02
2024-05-20,Monday,Weekday,264,5,2,24,0,5,2,3,16,3,25,4,12,5,4,5,4,1,1,1,4,6,4,9,31,3,4,1,4,11,1,1,2,9,4,22,23,1,0,2,2026-06-19 12:57:02
2024-05-21,Tuesday,Weekday,332,2,5,3,2,0,16,23,2,3,0,16,25,3,4,4,6,10,6,28,0,12,3,3,11,22,9,12,11,4,12,10,5,5,10,14,5,14,11,1,2026-06-19 12:57:02
2024-05-22,Wednesday,Weekday,131,4,1,0,3,12,0,5,3,6,9,6,5,6,1,2,1,5,1,1,6,4,6,1,1,1,0,1,1,0,3,1,0,3,4,6,2,10,7,3,2026-06-19 12:57:02
2024-05-23,Thursday,Weekday,186,1,0,4,3,18,3,25,7,10,1,1,7,6,1,6,3,0,3,11,3,5,0,5,12,2,1,4,10,1,2,1,2,3,7,2,5,7,1,3,2026-06-19 12:57:02
2024-05-24,Friday,Weekday,290,7,2,0,4,5,1,24,5,14,2,20,10,13,3,5,7,10,12,0,13,17,6,1,11,5,12,14,0,7,5,13,2,2,13,2,12,2,4,5,2026-06-19 12:57:02
2024-05-25,Saturday,Weekend,345,5,30,1,5,6,8,5,1,28,7,3,7,3,1,1,2,2,4,9,9,0,25,17,34,5,11,2,16,1,3,5,8,6,1,5,36,21,6,6,2026-06-19 12:57:02
2024-05-26,Sunday,Weekend,484,1,2,3,7,29,8,1,7,2,32,2,8,16,4,1,12,1,13,19,5,9,37,10,71,2,17,14,26,1,5,2,35,7,31,5,1,5,10,23,2026-06-19 12:57:02
2024-05-27,Monday,Weekday,227,4,13,1,9,14,2,0,2,0,22,20,9,9,2,0,10,5,9,11,5,1,11,5,12,4,1,1,9,4,4,4,4,1,2,3,6,4,1,3,2026-06-19 12:57:02
2024-05-28,Tuesday,Weekday,145,2,2,28,0,7,1,7,12,3,10,1,1,2,2,2,2,2,5,1,0,2,3,0,1,4,1,10,1,0,2,15,4,1,0,2,1,4,3,1,2026-06-19 12:57:02
2024-05-29,Wednesday,Weekday,228,0,10,6,14,4,7,1,3,8,16,3,12,8,3,16,6,9,6,4,12,2,0,17,11,3,1,9,0,3,0,6,0,7,8,5,2,1,2,3,2026-06-19 12:57:02
2024-05-30,Thursday,Weekday,182,6,1,6,5,4,2,10,7,22,3,10,0,2,3,3,4,1,10,5,12,0,5,2,4,8,1,1,7,3,1,2,2,5,0,4,5,6,8,2,2026-06-19 12:57:02
2024-05-31,Friday,Weekday,360,5,1,5,0,30,17,6,4,2,32,26,4,10,4,2,0,10,2,0,3,5,14,2,30,4,4,2,4,0,4,20,10,21,1,7,2,15,37,15,2026-06-19 12:57:02
2024-06-01,Saturday,Weekend,408,1,5,0,1,2,3,6,7,8,30,2,2,16,13,3,25,7,7,9,5,12,8,5,34,6,16,6,8,4,24,20,0,1,33,30,16,9,22,2,2026-06-19 12:57:02
2024-06-02,Sunday,Weekend,431,10,5,12,0,16,6,19,13,20,36,6,2,10,26,1,9,1,0,14,14,12,21,1,1,23,8,4,17,27,13,17,3,4,21,11,4,10,11,3,2026-06-19 12:57:02
2024-06-03,Monday,Weekday,188,3,0,1,6,2,1,10,5,3,2,2,5,1,4,2,3,1,1,13,20,3,7,6,1,3,2,4,4,14,9,9,10,7,2,1,6,6,2,7,2026-06-19 12:57:02
2024-06-04,Tuesday,Weekday,185,11,3,3,8,0,1,8,5,3,12,2,4,5,1,1,9,1,1,3,0,8,0,5,2,7,3,2,17,0,4,16,4,5,0,0,0,18,11,2,2026-06-19 12:57:02
2024-06-05,Wednesday,Weekday,140,1,1,2,1,7,6,6,4,6,6,3,2,1,4,11,3,10,0,7,7,4,8,4,1,1,3,9,0,3,6,1,1,1,1,1,1,1,3,3,2026-06-19 12:57:02
2024-06-06,Thursday,Weekday,154,3,2,10,8,17,2,7,5,1,0,4,1,1,3,4,9,3,4,1,5,2,7,2,3,2,6,12,2,3,4,6,3,0,2,3,2,1,0,4,2026-06-19 12:57:02
2024-06-07,Friday,Weekday,217,16,10,5,9,2,4,0,7,19,13,4,7,13,1,10,1,10,0,1,7,1,1,5,9,1,10,9,4,6,0,2,1,1,2,3,8,4,10,1,2026-06-19 12:57:02
2024-06-08,Saturday,Weekend,293,1,7,1,18,12,7,5,6,7,0,1,7,3,17,3,1,3,6,1,1,4,5,18,21,2,1,10,19,44,0,4,13,15,1,14,6,1,6,2,2026-06-19 12:57:02
